tweet_id,timestamp,retweeted_status_id,expanded_urls,rating_numerator,rating_denominator,rate_ratio,name,jpg_url,dog_breed,dog_conf,retweet_count,favorite_count,dog_attr
875747767867523072,2017-06-16 16:11:53,,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,1.0,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551,4497,25773,
875144289856114688,2017-06-15 00:13:52,,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,1.0,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048,5081,22185,
875021211251597312,2017-06-14 16:04:48,,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,1.0,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,0.7143189999999999,4922,26022,
874680097055178752,2017-06-13 17:29:20,,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,1.0,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052,4875,28439,
874296783580663808,2017-06-12 16:06:11,,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,1.0,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216,4308,26651,pupper
874057562936811520,2017-06-12 00:15:36,,https://twitter.com/dog_rates/status/874057562936811520/photo/1,12,10,1.0,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,0.8321770000000001,4125,23134,
874012996292530176,2017-06-11 21:18:31,,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13,10,1.0,Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,11007,35501,puppo
873697596434513921,2017-06-11 00:25:14,8.688803978194944e+17,"https://twitter.com/dog_rates/status/868880397819494401/photo/1,https://twitter.com/dog_rates/status/868880397819494401/photo/1",14,10,1.0,Walter,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,French_bulldog,0.0999839,12518,0,
873580283840344065,2017-06-10 16:39:04,,https://twitter.com/dog_rates/status/873580283840344065/photo/1,13,10,1.0,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,0.678537,4143,24837,
873213775632977920,2017-06-09 16:22:42,,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12,10,1.0,Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,1667,7467,pupper
872967104147763200,2017-06-09 00:02:31,,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12,10,1.0,,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,0.476913,5669,28031,doggo
872820683541237760,2017-06-08 14:20:41,,"https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",13,10,1.0,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912,3884,15029,
872620804844003328,2017-06-08 01:06:27,,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13,10,1.0,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191,3911,21309,
872486979161796608,2017-06-07 16:14:40,,https://twitter.com/dog_rates/status/872486979161796608/photo/1,12,10,1.0,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.931861,9429,41606,
872261713294495745,2017-06-07 01:19:32,,"https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",13,10,1.0,Harry,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador_retriever,0.972019,6649,35085,
872122724285648897,2017-06-06 16:07:15,,"https://twitter.com/dog_rates/status/872122724285648897/photo/1,https://twitter.com/dog_rates/status/872122724285648897/photo/1",12,10,1.0,Kody,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,pug,0.06673630000000001,8549,35324,
871879754684805121,2017-06-06 00:01:46,,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",13,10,1.0,Lassie,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,0.969171,11918,39090,puppo
871762521631449091,2017-06-05 16:15:56,,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12,10,1.0,Rover,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,0.921393,3678,20787,pupper
871515927908634625,2017-06-04 23:56:03,,"https://twitter.com/dog_rates/status/871515927908634625/photo/1,https://twitter.com/dog_rates/status/871515927908634625/photo/1",12,10,1.0,Napolean,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.974781,3628,20730,doggo
871032628920680449,2017-06-03 15:55:36,,https://twitter.com/dog_rates/status/871032628920680449/photo/1,13,10,1.0,Boomer,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,0.3980530000000001,3999,23255,
870656317836468226,2017-06-02 15:00:16,,"https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",13,10,1.0,Cody,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,0.945495,2817,12819,
870374049280663552,2017-06-01 20:18:38,,https://twitter.com/dog_rates/status/870374049280663552/photo/1,13,10,1.0,Zoey,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden_retriever,0.841001,27680,85011,
870308999962521604,2017-06-01 16:00:09,,"https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",13,10,1.0,Rumble,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_Swiss_Mountain_dog,0.6227520000000001,4384,22453,
869772420881756160,2017-05-31 04:27:59,,https://twitter.com/dog_rates/status/869772420881756160/photo/1,13,10,1.0,Dewey,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,0.980148,10663,43710,
869702957897576449,2017-05-30 23:51:58,,https://twitter.com/dog_rates/status/869702957897576449/photo/1,13,10,1.0,Stanley,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,0.993449,6728,29116,
869596645499047938,2017-05-30 16:49:31,,"https://twitter.com/dog_rates/status/869596645499047938/photo/1,https://twitter.com/dog_rates/status/869596645499047938/photo/1",12,10,1.0,Scout,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua,0.955156,3327,16476,doggo
869227993411051520,2017-05-29 16:24:37,,https://twitter.com/dog_rates/status/869227993411051520/photo/1,13,10,1.0,Gizmo,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,0.664181,4023,21112,
868880397819494401,2017-05-28 17:23:24,,https://twitter.com/dog_rates/status/868880397819494401/photo/1,14,10,1.0,Walter,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,French_bulldog,0.0999839,12518,55098,
868622495443632128,2017-05-28 00:18:35,,https://twitter.com/dog_rates/status/868622495443632128/photo/1,13,10,1.0,,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador_retriever,0.868107,6275,28295,
868552278524837888,2017-05-27 19:39:34,,"https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",12,10,1.0,Cooper,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,whippet,0.378151,2240,10539,
867900495410671616,2017-05-26 00:29:37,,https://twitter.com/dog_rates/status/867900495410671616/photo/1,12,10,1.0,,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador_retriever,0.522644,4439,24964,
867774946302451713,2017-05-25 16:10:44,,"https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",13,10,1.0,Harold,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border_collie,0.661953,7788,35179,
867421006826221569,2017-05-24 16:44:18,,https://twitter.com/dog_rates/status/867421006826221569/photo/1,12,10,1.0,Shikha,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo_dog,0.6164569999999999,2697,16755,puppo
867072653475098625,2017-05-23 17:40:04,8.650134204453683e+17,"https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1",13,10,1.0,,https://pbs.twimg.com/media/DAElHfmUMAEH9lB.jpg,Blenheim_spaniel,0.352946,135,0,
867051520902168576,2017-05-23 16:16:06,,https://twitter.com/dog_rates/status/867051520902168576/photo/1,13,10,1.0,,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,0.471403,8425,33420,
866686824827068416,2017-05-22 16:06:55,,"https://twitter.com/dog_rates/status/866686824827068416/photo/1,https://twitter.com/dog_rates/status/866686824827068416/photo/1",12,10,1.0,Lili,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,flat-coated_retriever,0.51473,3727,20070,puppo
866450705531457537,2017-05-22 00:28:40,,"https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1",13,10,1.0,Jamesy,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French_bulldog,0.905334,32883,106827,pupper
